Station Name,State name,District / Town,Basin Name,River Name,Latitude,longitude,Division Name,Type Of Site
MAHUWA,Gujarat,Surat,West flowing rivers from Tapi to Tadri,Purna,21.014444444444443,73.14027777777778,"Executive Engineer, Tapi Division, Surat",Base
Akbarpur,Uttar Pradesh,AMBEDKAR NAGAR,Ganga,Chhoti Saryu,26.429166666666667,82.54861111111111,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Pipalkoti,Uttarakhand,Chamoli,Ganga,Alaknanda,30.420555555555556,79.41444444444446,"Himalayan Ganga Division,Haridwar",Base
Khagaria,Bihar,KHAGARIA,Ganga,Burhi Gandak,25.486666666666668,86.43694444444445,"Lower Ganga Division-I(LGD-I), Patna",Level
Phaphamau,Uttar Pradesh,PRAYGRAJ,Ganga,Ganga,25.504166666666666,81.86333333333333,"Middle Ganga Division-III(MGD-III), Varanasi",Level
Sadalga (Seasonal),Karnataka,Belgaum,Krishna,Dudhganga,16.56361111111111,74.5275,"Upper Krishna Division(UKD), Pune",Base
NEAIRGRAM,Assam,CACHAR,Barak and Others,Barak,24.76222222222222,92.83694444444444,"Meghna Division(MD), Silchar",Base
Idukki (Eb)/Idukki Arch Reservoir,Kerala,IDUKKI,West flowing rivers from Tadri to Kanyakumari,Periyar,9.84,76.97,"Southern Western River Division(SWRD), Kochi",Inflow
RAMPUR_1,Himachal Pradesh,SHIMLA,Indus,Satluj,31.44311111111111,77.628,"Snow Hydrology Division(SHD), Shimla",Base
Khanpur,Gujarat,Anand,Mahi,Mahi,22.535,73.14027777777778,"Executive Engineer, Mahi Divison, Gandhinagar",Base
Doddipadu,Andhra Pradesh,KURNOOL,Krishna,Hundri,15.739999999999998,78.00805555555556,"Lower Krishna Division(LKD), Hyderabad",Base
Kabir Ganj,Uttar Pradesh,PILIBHIT,Ganga,Sarda,28.50861111111111,80.38444444444445,"Middle Ganga Division-I(MGD-I), Lucknow",Base
Beki Road bridge,Assam,BARPETA,Brahmaputra,Beki,26.494133333333334,90.91789722222222,"Middle Brahmaputra Division (MBD), Guwahati",Level
SOLACHAR,Dadra & Nagar Haveli,Dadra And Nagar Haveli,West flowing rivers from Tapi to Tadri,Sakkartond,20.20888888888889,72.99055555555556,"Executive Engineer, Tapi Division, Surat",Base
Mohgaon,Madhya Pradesh,MANDLA,Narmada,Burhner,22.765805555555556,80.62330555555555,"Narmada Division(ND), Bhopal",Base
BOMJIR,Arunachal Pradesh,Lower Dibang Valley,Brahmaputra,Lohit,28.157777777777778,95.66833333333334,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
South Salmara,Assam,South Salmara-Mankachar,Brahmaputra,Brahmaputra,25.888333333333332,90.01583333333333,"Middle Brahmaputra Division (MBD), Guwahati",Base
Gandhav,Rajasthan,BARMER,West flowing rivers of Kutch and Saurashtra including Luni,Luni,24.988611111111112,71.68,"Executive Engineer, Mahi Divison, Gandhinagar",Base
SANTEGULI,Karnataka,Uttara Kannada,West flowing rivers from Tadri to Kanyakumari,Aghanashini,14.434444444444445,74.58888888888889,"Southern Western River Division(SWRD), Kochi",Base
VANDIPERIYAR,Kerala,IDUKKI,West flowing rivers from Tadri to Kanyakumari,Periyar,9.573333333333332,77.09055555555555,"Southern Western River Division(SWRD), Kochi",Base
Sirpur (Town),Telangana,KUMURAM BHEEM,Godavari,Wardha,19.509722222222223,79.58638888888889,"Wainganga Division(WD), Nagpur",Level
Ahraura,Uttar Pradesh,MIRZAPUR,Ganga,Jirgo,25.08277777777778,82.92083333333333,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Gaura,Himachal Pradesh,SOLAN,Ganga,Ashani,30.897222222222222,77.19666666666667,"Upper Yamuna Division(UYD), New Delhi",Base
Karoti,Rajasthan,SIROHI,West flowing rivers of Kutch and Saurashtra including Luni,Sipu,24.593333333333334,72.56333333333333,"Executive Engineer, Mahi Divison, Gandhinagar",Base
Magaral,Tamil Nadu,Kancheepuram,East flowing rivers between Pennar and Kanyakumari,Cheyyar,12.708333333333332,79.75,"Hydrology Division(HD),Chennai",Base
Ghugumari,West Bengal,COOCH BEHAR,Brahmaputra,Torsa,26.28666666666667,89.45972222222223,"Lower Brahmaputra Division (LBD), Jalpaiguri",Level
Ujjani Reservoir,Maharashtra,Solapur,Krishna,Bhima,18.07,75.11999999999999,"Upper Krishna Division(UKD), Pune",Inflow
SHIRPUR,Maharashtra,Dhule,Tapi,Arunawati,21.339444444444442,74.89,"Executive Engineer, Tapi Division, Surat",Base
KUTTIPPURAM,Kerala,MALAPPURAM,West flowing rivers from Tadri to Kanyakumari,Bharathapuzha,10.840833333333334,76.02222222222223,"Southern Western River Division(SWRD), Kochi",Level
Machrar at Gidha,Madhya Pradesh,DINDORI,Narmada,Narmada,22.90861111111111,81.19388888888889,"Narmada Division(ND), Bhopal",Base
Bhatpalli,Telangana,KUMURAM BHEEM,Godavari,Peddavagu,19.329722222222223,79.50416666666666,"Wainganga Division(WD), Nagpur",Base
KALNA (flow),West Bengal,PURBA BARDHAMAN,Ganga,Bhagirathi-II (WB)*,23.220277777777778,88.37249999999999,"Lower Ganga Division III(LGD-III), Berhampore",Base
Garampani,Assam,KARBI ANGLONG,Brahmaputra,Dhansiri (South),26.334444444444443,93.88694444444445,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
NUTANHAT,West Bengal,PURBA BARDHAMAN,Ganga,Ajoy,23.545555555555556,87.90694444444445,"Damodar Division(DD), Asansol",Base
Karnaprayag (A),Uttarakhand,Chamoli,Ganga,Alaknanda,30.265,79.21444444444445,"Himalayan Ganga Division,Haridwar",Base
Anupshahar,Uttar Pradesh,Buland Shahar,Ganga,Ganga,28.36388888888889,78.27888888888889,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Baltara,Bihar,KHAGARIA,Ganga,Kosi,25.540000000000003,86.72472222222223,"Lower Ganga Division-I(LGD-I), Patna",Level
Kunavaram,Andhra Pradesh,ALLURI SITHARAMA RAJU,Godavari,Godavari,17.5675,81.25,"Lower Godavari Division(LGD), Hyderabad",Level
Mankatha,Bihar,LAKHISARAI,Ganga,Harohar,25.21333333333333,86.07027777777778,"Lower Ganga Division-II(LGD-II), Patna",Base
Buxar,Bihar,BUXAR,Ganga,Ganga,25.579722222222223,83.97666666666667,"Lower Ganga Division-II(LGD-II), Patna",Level
Wadakbal,Maharashtra,Solapur,Krishna,Sina,17.534166666666668,75.88472222222222,"Upper Krishna Division(UKD), Pune",Base
BETTADAMANE,Karnataka,Chikkamagaluru,Cauvery,Hemavathi,13.069166666666666,75.68,"Cauvery Division, Bangaluru",Base
SARANGKHEDA,Maharashtra,Nandurbar,Tapi,Tapi,21.428333333333335,74.52722222222222,"Executive Engineer, Tapi Division, Surat",Base
Lalganj,Bihar,VAISHALI,Ganga,Gandak,25.83138888888889,85.16805555555555,"Lower Ganga Division-II(LGD-II), Patna",Base
Paonta,Himachal Pradesh,SIRMAUR,Ganga,Yamuna,30.417705555555557,77.62275833333332,"Upper Yamuna Division(UYD), New Delhi",Level
Dalmau,Uttar Pradesh,Raibareli,Ganga,Ganga,26.060833333333335,81.0286111111111,"Middle Ganga Division-II(MGD-II), Lucknow",Level
Srikakulam,Andhra Pradesh,SRIKAKULAM,East flowing rivers between Mahanadi and Pennar,Nagavali,18.313333333333333,83.88416666666667,"Eastern Rivers Division(ERD), Bhubaneswar",Level
Golokganj,Assam,DHUBRI,Brahmaputra,Sankosh,26.107222222222223,89.8236111111111,"Lower Brahmaputra Division (LBD), Jalpaiguri",Level
Dharoi Dam,Gujarat,Mahesana,Sabarmati,Sabarmati,24.004444444444445,72.85388888888889,"Executive Engineer, Mahi Divison, Gandhinagar",Inflow
P.G. Bridge,Maharashtra,Yavatmal,Godavari,Penganga,19.820833333333333,78.56083333333333,"Wainganga Division(WD), Nagpur",Base
KUTTYADI,Kerala,KOZHIKODE,West flowing rivers from Tadri to Kanyakumari,Kuttyadi,11.650833333333333,75.75833333333334,"Southern Western River Division(SWRD), Kochi",Base
Pallamala,Andhra Pradesh,CHITTOOR,East flowing rivers between Pennar and Kanyakumari,Kalangi,13.718055555555555,79.7925,"Hydrology Division(HD),Chennai",Base
Gopiballavpur,West Bengal,MEDINIPUR,Subernarekha,Subarnarekha,22.21972222222222,86.90472222222223,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Garudeshwar,Gujarat,Narmada,Narmada,Narmada,21.89,73.65,"Executive Engineer, Tapi Division, Surat",Level
Belonia,Tripura,SOUTH TRIPURA,Barak and Others,Muhari,23.25888888888889,91.46611111111112,"Meghna Division(MD), Silchar",Base
Savni,Gujarat,Gir Somnath,West flowing rivers of Kutch and Saurashtra including Luni,Hiran,20.949444444444445,70.45666666666666,"Executive Engineer, Mahi Divison, Gandhinagar",Base
Koelwar,Bihar,PATNA,Ganga,Sone,25.57138888888889,84.79777777777778,"Lower Ganga Division-II(LGD-II), Patna",Level
Jamraval,Gujarat,Devbhumi Dwarka,West flowing rivers of Kutch and Saurashtra including Luni,Vartu,21.92,69.485,"Executive Engineer, Mahi Divison, Gandhinagar",Base
Gangakhed W/L Station,Maharashtra,Parbhani,Godavari,Godavari,18.979999999999997,76.75,"Upper Godavari Division(UGD), Hyderabad",Level
Chhasara,Gujarat,Kachchh,West flowing rivers of Kutch and Saurashtra including Luni,Kharimitti,23.349166666666665,68.76833333333333,"Executive Engineer, Mahi Divison, Gandhinagar",Base
Chhidgaon,Madhya Pradesh,HARDA,Narmada,Ganjal,22.405277777777776,77.30833333333334,"Narmada Division(ND), Bhopal",Base
Jamshedpur,Jharkhand,PURBI SINGHBHUM,Subernarekha,Subarnarekha,22.815555555555555,86.21611111111112,"Eastern Rivers Division(ERD), Bhubaneswar",Level
Barna Reservoir,Madhya Pradesh,RAISEN,Narmada,Barna,23.049722222222226,78.06188888888889,"Narmada Division(ND), Bhopal",Inflow
Khandapara,Odisha,NAYAGARH,Mahanadi,Kusumi,20.2575,85.18611111111112,"Mahanadi Division(MD), Burla",Base
Indira Sagar Reservoir,Madhya Pradesh,Khandwa,Narmada,Narmada,22.282194444444443,76.47061111111111,"Narmada Division(ND), Bhopal",Inflow
Dhanora (Wardha),Maharashtra,Chandrapur,Godavari,Wardha,19.904444444444444,79.18361111111112,"Wainganga Division(WD), Nagpur",Base
Sirsa Khad,Punjab,ROPAR,Indus,Satluj,31.050555555555555,76.5975,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Avarankuppam,Tamil Nadu,Tirupathur,East flowing rivers between Pennar and Kanyakumari,Palar,12.684166666666666,78.53944444444444,"Southern River Division(SRD), Coimbatore",Base
Dubbling Bridge_BBMB,Himachal Pradesh,KINNAUR,Indus,Satluj,31.863055555555558,78.60499999999999,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Ririgaon,Assam,GOLAGHAT,Brahmaputra,Dhansiri (South),26.672222222222224,93.69194444444445,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
NEPARI,Madhya Pradesh,MORENA,Ganga,Kunwari,26.300555555555555,77.59694444444445,"Lower Yamuna Division(LYD), Agra",Base
Tilaiya Reservoir,Jharkhand,HAZARIBAG,Ganga,Barakar,24.32,85.52,"Damodar Division(DD), Asansol",Inflow
DUSKHEDE,Maharashtra,Jalgaon,Tapi,Bahula,20.726666666666667,75.38388888888889,"Executive Engineer, Tapi Division, Surat",Base
DIANA,West Bengal,JALPAIGURI,Brahmaputra,Jaldhaka,26.86388888888889,89.00027777777778,"Lower Brahmaputra Division (LBD), Jalpaiguri",Base
NAGARAM,Telangana,KARIMNAGAR,Godavari,Maner,18.289166666666667,79.4738888888889,"Upper Godavari Division(UGD), Hyderabad",Base
Palla,Delhi,NORTH WEST,Ganga,Yamuna,28.845277777777778,77.21277777777777,"Upper Yamuna Division(UYD), New Delhi",Base
Umkiang,Meghalaya,East Jaintia Hills,Barak and Others,umkiang,25.060555555555556,92.38388888888889,"Meghna Investigation Division(MID), Shillong",Base
Saidpur,Uttar Pradesh,GHAZIPUR,Ganga,Ganga,25.53388888888889,83.22111111111111,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Lohand_BBMB,Punjab,ROPAR,Indus,-,31.1752777777778,76.5705555555556,Executive Engineer-I/ NHP BBMB Chandigarh,Base
SARDHUA,Uttar Pradesh,CHITRAKOOT,Ganga,Paisuni,25.430555555555557,81.08361111111111,"Lower Yamuna Division(LYD), Agra",Base
Daya Rd.Bridge,Odisha,KHORDHA,Mahanadi,Daya,20.209166666666665,85.85138888888888,"Mahanadi Division(MD), Burla",Base
Jamui,Bihar,JAMUI,Ganga,Kiul,24.960277777777776,86.23833333333333,"Lower Ganga Division-II(LGD-II), Patna",Base
Maigalganj,Uttar Pradesh,Lakhimpur Kheri,Ganga,GOMTI,27.738333333333333,80.26694444444445,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Kukkalthurai,Tamil Nadu,Nilgiris,Cauvery,Bhavani,11.485555555555555,76.8325,"Southern River Division(SRD), Coimbatore",Base
Ratanpur,Gujarat,Kheda,Sabarmati,Watrak,22.975555555555555,72.88361111111112,"Executive Engineer, Mahi Divison, Gandhinagar",Base
BANDA,Uttar Pradesh,BANDA,Ganga,Ken,25.481388888888887,80.31222222222222,"Lower Yamuna Division(LYD), Agra",Level
Banbasa,Uttarakhand,Champawat,Ganga,Sarda,28.995833333333334,80.10555555555555,"Middle Ganga Division-I(MGD-I), Lucknow",Base
BHAVANI BRIDGE,Tamil Nadu,Erode,Cauvery,Bhavani,11.438333333333334,77.68083333333334,"Southern River Division(SRD), Coimbatore",Base
Nanglamoraghat,Assam,SIVSAGAR,Brahmaputra,Desang,26.985,94.77666666666667,"Upper Brahmaputra Division (UBD), Dibrugarh",Level
Kashinagar,Odisha,GAJAPATI,East flowing rivers between Mahanadi and Pennar,Vamsadhara,18.848333333333333,83.87305555555555,"Eastern Rivers Division(ERD), Bhubaneswar",Level
Birdghat,Uttar Pradesh,GORAKHPUR,Ganga,Rapti,26.72972222222222,83.34972222222221,"Middle Ganga Division-I(MGD-I), Lucknow",Level
Manimuthar Dam,Tamil Nadu,Tirunelveli,East flowing rivers between Pennar and Kanyakumari,Manimuttar,8.653333333333334,77.41375000000001,"Southern River Division(SRD), Coimbatore",Inflow
Ambasamudram,Tamil Nadu,Theni,East flowing rivers between Pennar and Kanyakumari,Vaigai,9.925555555555555,77.51166666666667,"Southern River Division(SRD), Coimbatore",Base
Varanavasi,Tamil Nadu,Ariyalur,Cauvery,Marudaiyar,11.092500000000001,79.085,"Southern River Division(SRD), Coimbatore",Base
Ambabal (Narangi),Chhattisgarh,BASTAR,Godavari,Narangi,19.296666666666667,81.78888888888889,"Lower Godavari Division(LGD), Hyderabad",Base
Garhmukteshwar,Uttar Pradesh,Hapur,Ganga,Ganga,28.76638888888889,78.14166666666668,"Middle Ganga Division-II(MGD-II), Lucknow",Level
Jondhra,Chhattisgarh,BILASPUR,Mahanadi,Seonath,21.716944444444444,82.33833333333332,"Mahanadi Division(MD), Burla",Base
SUNDAR DAM,Jharkhand,GODDA,Ganga,Sundar,24.93,87.38,"Damodar Division(DD), Asansol",Inflow
Champua,Odisha,KENDUJHAR,Brahmani and Baitarni,Baitarani,22.06888888888889,85.67055555555557,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Sirimoda,Odisha,KORAPUT,Godavari,Kalab,18.62027777777778,82.87166666666666,"Lower Godavari Division(LGD), Hyderabad",Base
KHANITAR,Sikkim,GANGTOK DISTRICT,Brahmaputra,Teesta,27.17777777777778,88.51333333333334,"Lower Brahmaputra Division (LBD), Jalpaiguri",Base
PATHRALA,Odisha,SAMBALPUR,,,21.341944444444444,83.54888888888888,"Mahanadi Division(MD), Burla",Base
Chimpu,Arunachal Pradesh,PAPUM PARE,Brahmaputra,Sinki,27.066666666666666,93.60027777777778,"North Eastern Investigation Division-III, Itanagar",Base
Shirdhon,Karnataka,Bijapur,Krishna,Doddahalla,17.36861111111111,75.59416666666667,"Upper Krishna Division(UKD), Pune",Base
Dheng Bridge,Bihar,SITAMARHI,Ganga,Bagmati,26.723888888888887,85.32277777777777,"Lower Ganga Division-I(LGD-I), Patna",Level
Japla,Jharkhand,PALAMAU,Ganga,Sone,24.566944444444445,83.97583333333334,"Lower Ganga Division-II(LGD-II), Patna",Base
Kurubhata,Chhattisgarh,RAIGARH,Mahanadi,Mand,21.981111111111108,83.21055555555556,"Mahanadi Division(MD), Burla",Base
Churhat,Madhya Pradesh,SIDHI,Ganga,Son,24.372777777777777,81.60333333333332,"Middle Ganga Division-III(MGD-III), Varanasi",Base
MALPUR(BALASANA),Maharashtra,Dhule,Tapi,Amravati,21.284722222222225,74.51333333333334,"Executive Engineer, Tapi Division, Surat",Base
Dindori,Madhya Pradesh,DINDORI,Narmada,Narmada,22.94811111111111,81.0761111111111,"Narmada Division(ND), Bhopal",Base
Chepan,West Bengal,ALIPURDUAR,Brahmaputra,Raidak-I,26.492222222222225,89.70083333333334,"Lower Brahmaputra Division (LBD), Jalpaiguri",Base
NELLITHURAI,Tamil Nadu,Coimbatore,Cauvery,Bhavani,11.287777777777778,76.89111111111112,"Southern River Division(SRD), Coimbatore",Base
Nangal_BBMB,Punjab,ROPAR,Indus,Satluj,31.3972222222222,76.3725,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Koilari,Madhya Pradesh,SHAHDOL,Ganga,Banas,23.977777777777778,81.51333333333334,"Middle Ganga Division-III(MGD-III), Varanasi",Base
Tenduni at Maheshwar,Madhya Pradesh,RAISEN,Narmada,Tenduni,22.977777777777778,78.32138888888889,"Narmada Division(ND), Bhopal",Base
D/s Thein Dam (Gammon Bridge)_BBMB,Punjab,FARIDKOT,Indus,-,32.4347222222222,75.7430555555556,Executive Engineer-I/ NHP BBMB Chandigarh,Base
Masani,Haryana,REWARI,Ganga,Sahibi,28.20138888888889,76.74388888888889,"Upper Yamuna Division(UYD), New Delhi",Base
Hathed at Misrod,Madhya Pradesh,HOSHANGABAD,Narmada,Narmada,22.63888888888889,77.55972222222222,"Narmada Division(ND), Bhopal",Base
Saksohra,Bihar,PATNA,Ganga,Phalgu,25.393055555555556,85.705,"Lower Ganga Division-II(LGD-II), Patna",Base
Baladoba,Assam,DHUBRI,Brahmaputra,Sankosh,26.01888888888889,89.82944444444443,"Lower Brahmaputra Division (LBD), Jalpaiguri",Base
Bhavani Sagar Dam,Tamil Nadu,Erode,Cauvery,Bhavani,11.47,77.1,"Southern River Division(SRD), Coimbatore",Inflow
Singur Reservoir,Telangana,SANGA REDDY,Godavari,Manjira,17.75,77.93,"Upper Godavari Division(UGD), Hyderabad",Inflow
Jamner at Sandalpur,Madhya Pradesh,DEWAS,Narmada,Narmada,22.57777777777778,76.97166666666666,"Narmada Division(ND), Bhopal",Base
Subhash Bridge,Gujarat,Ahmedabad,Sabarmati,Sabarmati,23.06138888888889,72.58555555555554,"Executive Engineer, Mahi Divison, Gandhinagar",Level
Neemsar,Uttar Pradesh,SITAPUR,Ganga,Gomti,27.34611111111111,80.47777777777777,"Middle Ganga Division-II(MGD-II), Lucknow",Base
Keesara,Andhra Pradesh,KRISHNA,Krishna,Munneru,16.71472222222222,80.32027777777778,"Lower Krishna Division(LKD), Hyderabad",Base
Bhojpur,Uttar Pradesh,MORADABAD,Ganga,Dehla,28.97138888888889,78.8236111111111,"Middle Ganga Division-II(MGD-II), Lucknow",Base
KUPPELUR,Karnataka,Haveri,Krishna,Kumudvati,14.5,75.63388888888889,"Cauvery Division, Bangaluru",Base
Kota Barrage,Rajasthan,KOTA,Ganga,chambal,25.17638888888889,75.82583333333334,"Chambal Division(CD), Jaipur",Inflow
Mandsour,Madhya Pradesh,MANDSAUR,Ganga,Shivna,24.05611111111111,75.07527777777777,"Chambal Division(CD), Jaipur",Base
WJC MLL,Haryana,YAMUNANAGAR,Yamuna Basin,Yamuna,30.215833333333332,77.39444444444445,"Water Data Collection, Karnal",Base
Pandarak,Bihar,PATNA,Ganga,Ganga,25.506944444444443,85.74083333333333,"Lower Ganga Division-II(LGD-II), Patna",Base
ARUVIPURAM,Kerala,THIRUVANANTHAPURAM,West flowing rivers from Tadri to Kanyakumari,Neyyar,8.42,77.0925,"Southern Western River Division(SWRD), Kochi",Base
Harangajao,Assam,Dima Hasao,Barak and Others,Jatinga,25.115555555555556,92.85666666666665,"Meghna Investigation Division(MID), Shillong",Base
Bhagalpur,Bihar,BHAGALPUR,Ganga,Ganga,25.269444444444442,87.01555555555555,"Lower Ganga Division-II(LGD-II), Patna",Level
Chinturu (Tallagudem/Kummuru),Andhra Pradesh,ALLURI SITHARAMA RAJU,Godavari,Sabri,17.74361111111111,81.38666666666667,"Lower Godavari Division(LGD), Hyderabad",Level
Khudrakhowa,Assam,BARPETA,Brahmaputra,Manas,26.306944444444444,90.75111111111111,"Middle Brahmaputra Division (MBD), Guwahati",Base
WANKHED,Maharashtra,Buldana,Tapi,Tapi,20.988333333333333,76.71666666666667,"Executive Engineer, Tapi Division, Surat",Base
Bharuch,Gujarat,Bharuch,Narmada,Narmada,21.7,73.0,"Executive Engineer, Tapi Division, Surat",Level
Naharkatia,Assam,DIBRUGARH,Brahmaputra,Buridehing,27.29388888888889,95.33138888888888,"Upper Brahmaputra Division (UBD), Dibrugarh",Level
MANANTHAVADY,Kerala,WAYANAD,Cauvery,Kabini,11.795833333333333,76.00361111111111,"Cauvery Division, Bangaluru",Base
Upper Tunga Prject,Karnataka,Shivamogga,Krishna,Tunga,13.843333333333334,75.52638888888889,"Cauvery Division, Bangaluru",Inflow
Bawapuram,Andhra Pradesh,KURNOOL,Krishna,Tungabhadra,15.8825,77.95722222222223,"Lower Krishna Division(LKD), Hyderabad",Base
Kopergaon,Maharashtra,Ahmadnagar,Godavari,Godavari,19.89,74.49,"Upper Godavari Division(UGD), Hyderabad",Level
Keonjhar,Odisha,KENDUJHAR,Brahmani and Baitarni,Ararai,21.62777777777778,85.63138888888888,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Azamgarh,Uttar Pradesh,AZAMGARH,Ganga,Chhoti Saryu,26.05,83.18333333333334,"Middle Ganga Division-III(MGD-III), Varanasi",Level
Datuni at Dudwas,Madhya Pradesh,DEWAS,Narmada,Narmada,22.56722222222222,76.68833333333333,"Narmada Division(ND), Bhopal",Base
Maneri,Uttarakhand,Uttarkashi,Ganga,Bhagirathi,30.772777777777776,78.60138888888888,"Himalayan Ganga Division,Haridwar",Base
Teesta -V Dam,Sikkim,GANGTOK DISTRICT,Brahmaputra,Teesta,27.38722222222222,88.50361111111111,"Sikkim Investigation Division, Gangtok",Inflow
Wadenepally,Telangana,SURYAPET,Krishna,Krishna,16.79416666666667,80.07305555555556,"Lower Krishna Division(LKD), Hyderabad",Base
Purna,Maharashtra,Parbhani,Godavari,Purna,19.183333333333334,77.03305555555555,"Upper Godavari Division(UGD), Hyderabad",Base
Chhapra,Bihar,SARAN,Ganga,Ganga,25.754166666666666,84.7875,"Lower Ganga Division-II(LGD-II), Patna",Level
Pati,Madhya Pradesh,BARWANI,Narmada,Goi,21.94361111111111,74.74472222222222,"Narmada Division(ND), Bhopal",Base
GANDAK BARRAGE,Bihar,PASHCHIM CHAMPARAN,Ganga,Gandak,27.43,83.9,"Lower Ganga Division-I(LGD-I), Patna",Inflow
Paradih,Jharkhand,RANCHI,Subernarekha,Kanchi,23.11388888888889,85.615,"Eastern Rivers Division(ERD), Bhubaneswar",Base
GodavariRlyBridge(Rajahmundry),Andhra Pradesh,EAST GODAVARI,Godavari,Godavari,17.006944444444443,81.76694444444445,"Lower Godavari Division(LGD), Hyderabad",Level
Annavasal,Puducherry,Karaikal,Cauvery,Nattar,10.975,79.7538888888889,"Hydrology Division(HD),Chennai",Base
Niivali,Maharashtra,Ratnagiri,West flowing rivers from Tapi to Tadri,Bav,17.066944444444445,73.45083333333334,"Upper Krishna Division(UKD), Pune",Base
BALIJAGAON,Assam,DIBRUGARH,Brahmaputra,Buridehing,27.35388888888889,95.18722222222223,"Upper Brahmaputra Division (UBD), Dibrugarh",Base
Kulichera,Assam,CACHAR,Barak and Others,Rukni,24.49083333343883,92.80444444403835,"North Eastern Investigation Division-I, Silchar",Base
Bhakudar (Sipu Dam),Gujarat,Banaskantha,West flowing rivers of Kutch and Saurashtra including Luni,Sipu,24.400277777777777,72.30944444444444,"Executive Engineer, Mahi Divison, Gandhinagar",Base
Harangi Reservoir,Karnataka,Kodagu,Cauvery,Harangi,12.493799999999998,75.9054138888889,"Cauvery Division, Bangaluru",Inflow
Kanti,Bihar,MUZAFFARPUR,Ganga,Burhi Gandak,26.27361111111111,85.30027777777778,"Lower Ganga Division-I(LGD-I), Patna",Base
Narayanapur Reservoir,Karnataka,Bagalkote,Krishna,Krishna,16.2,76.36,"Lower Krishna Division(LKD), Hyderabad",Inflow
THOPPUR,Tamil Nadu,Salem,Cauvery,Thoppaiyar,11.938333333333334,78.05722222222222,"Southern River Division(SRD), Coimbatore",Base
TARINIPUR,West Bengal,NORTH 24 PARGANAS,Ganga,Ichamati,22.889666666666667,88.87955555555556,"Lower Ganga Division III(LGD-III), Berhampore",Base
AGRA (J.B.),Uttar Pradesh,AGRA,Ganga,Yamuna,27.203888888888887,78.035,"Lower Yamuna Division(LYD), Agra",Level
Karnaprayag (P),Uttarakhand,Chamoli,Ganga,Pinder,30.255,79.22111111111111,"Himalayan Ganga Division,Haridwar",Base
Marora,Uttarakhand,PAURI GARHWAL,Ganga,Nayar,29.937305555555557,78.70244444444445,"Himalayan Ganga Division,Haridwar",Base
AIE NH XING,Assam,BONGAIGAON,Brahmaputra,Aie,26.496602777777778,90.65384444444445,"Middle Brahmaputra Division (MBD), Guwahati",Base
Honnali,Karnataka,Davanagere,Krishna,Tungabhadra,14.237222222222222,75.66250000000001,"Cauvery Division, Bangaluru",Base
Nandgaon,Maharashtra,Wardha,Godavari,Wunna,20.525555555555556,78.80888888888889,"Wainganga Division(WD), Nagpur",Base
Ghatora,Chhattisgarh,BILASPUR,Mahanadi,Arpa,22.048611111111114,82.22166666666666,"Mahanadi Division(MD), Burla",Base
Kaliajari,Assam,MARIGAON,Brahmaputra,-,26.27611111111111,92.18861111111111,"Middle Brahmaputra Division (MBD), Guwahati",Base
Malibari,Assam,KAMRUP,Brahmaputra,Kulsi,26.0775,91.10555555555555,"Middle Brahmaputra Division (MBD), Guwahati",Base
Sangampally (Chintavagu),Chhattisgarh,DANTEWADA,Godavari,-,18.75,80.5786111111111,"Lower Godavari Division(LGD), Hyderabad",Base
Kamalapuram,Andhra Pradesh,CUDDAPAH,Pennar,Papagni,14.580555555555556,78.67777777777778,"Hydrology Division(HD),Chennai",Base
Katerniaghat Barrage,Uttar Pradesh,BAHRAICH,Ganga,Ghagra,28.27,81.08999999999999,"Middle Ganga Division-I(MGD-I), Lucknow",Inflow
THEVUR,Tamil Nadu,Salem,Cauvery,Sarabenga,11.527222222222223,77.75083333333333,"Southern River Division(SRD), Coimbatore",Base
Runisaidpur,Bihar,MUZAFFARPUR,Ganga,Bagmati,26.34611111111111,85.48583333333333,"Lower Ganga Division-I(LGD-I), Patna",Level
Balimundali,Odisha,MAYURBHANJ,Subernarekha,Burhabalang,21.733888888888888,86.63333333333334,"Eastern Rivers Division(ERD), Bhubaneswar",Base
Sonkatch,Madhya Pradesh,DEWAS,Ganga,Kalisindh,22.981111111111108,76.34388888888888,"Chambal Division(CD), Jaipur",Base
Myntdu Stage-II power house,Meghalaya,East Jaintia Hills,Barak and Others,Barak,25.156666666315516,92.21749999991997,"North Eastern Investigation Division-I, Silchar",Base
SINGASADANAPALLI,Tamil Nadu,Krishnagiri,East flowing rivers between Pennar and Kanyakumari,Ponnaiyar,12.870000000000001,77.83611111111111,"Southern River Division(SRD), Coimbatore",Base
